client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
2977,1,248,0,False,False,2022-05-13
2978,1,146,0,False,False,2022-05-15
2979,2,125,0,False,False,2022-05-29
2980,1,234,0,False,False,2022-05-17
2981,18,17,0,False,False,2022-05-21
2982,1,546,0,False,False,2022-05-02
2983,1,554,0,False,False,2022-05-17
2984,4,162,0,False,False,2022-05-11
2985,1,436,0,False,False,2022-05-11
2986,2,302,0,False,False,2022-05-06
2987,5,349,0,False,False,2022-05-05
2988,2,174,0,False,False,2022-05-27
2989,1,180,0,False,False,2022-05-05
2990,5,902,0,False,False,2022-05-27
2991,2,137,0,False,False,2022-05-28
2992,1,282,0,False,False,2022-05-11
2993,3,126,0,False,False,2022-05-11
2994,1,554,0,False,False,2022-05-10
2995,11,21,0,False,False,2022-05-17
2996,4,246,0,False,False,2022-05-07
2997,2,141,0,False,False,2022-05-04
2998,1,427,0,False,False,2022-05-02
2999,5,97,0,False,False,2022-05-10
3000,1,402,0,False,False,2022-05-30
3001,2,252,0,False,False,2022-05-06
3002,2,360,0,False,False,2022-05-07
3003,2,852,0,False,False,2022-05-14
3004,2,241,0,False,False,2022-05-05
3005,4,133,0,False,False,2022-05-28
3006,2,98,0,False,False,2022-05-25
3007,2,574,0,False,False,2022-05-31
3008,2,274,0,False,False,2022-05-15
3009,2,154,0,False,False,2022-05-09
3010,4,122,0,False,False,2022-05-01
3011,4,166,0,False,False,2022-05-19
3012,3,167,0,False,False,2022-05-12
3013,7,91,0,False,False,2022-05-30
3014,4,133,0,False,False,2022-05-01
3015,2,594,0,False,False,2022-05-08
3016,2,86,0,False,False,2022-05-29
3017,3,166,0,False,False,2022-05-17
3018,10,302,0,False,False,2022-05-17
3019,4,303,0,False,False,2022-05-03
3020,6,636,0,False,False,2022-05-21
3021,5,341,0,False,False,2022-05-12
3022,3,483,0,False,False,2022-05-03
3023,2,234,0,False,False,2022-05-08
3024,3,211,0,False,False,2022-05-20
3025,2,738,0,False,False,2022-05-09
3026,2,482,0,False,False,2022-05-13
3027,2,238,0,False,False,2022-05-30
3028,2,370,0,False,False,2022-05-01
3029,2,76,0,False,False,2022-05-28
3030,2,225,0,False,False,2022-05-23
3031,2,256,0,False,False,2022-05-16
3032,3,567,0,False,False,2022-05-03
3033,3,147,0,False,False,2022-05-21
3034,2,135,0,False,False,2022-05-01
3035,2,582,0,False,False,2022-05-24
3036,2,270,0,False,False,2022-05-07
3037,4,52,0,False,False,2022-05-27
3038,2,260,0,False,False,2022-05-18
3039,2,254,0,False,False,2022-05-23
3040,2,1118,0,False,False,2022-05-04
3041,9,76,0,False,False,2022-05-22
3042,3,79,0,False,False,2022-05-01
3043,2,837,0,False,False,2022-05-16
3044,5,208,0,False,False,2022-05-08
3045,7,245,0,False,False,2022-05-01
3046,4,187,0,False,False,2022-05-15
3047,3,1423,0,False,True,2022-05-23
3048,2,271,0,False,False,2022-05-20
3049,5,166,0,False,False,2022-05-07
3050,4,256,0,False,False,2022-05-14
3051,7,173,0,False,False,2022-05-30
3052,3,367,0,False,False,2022-05-01
3053,4,227,0,False,False,2022-05-08
3054,4,276,0,False,False,2022-05-11
3055,2,349,0,False,False,2022-05-04
3056,2,856,0,False,False,2022-05-05
3057,2,278,0,False,False,2022-05-08
3058,3,143,0,False,False,2022-05-16
3059,2,249,0,False,False,2022-05-09
3060,3,37,0,False,False,2022-05-25
3061,3,260,0,False,False,2022-05-10
3062,7,323,0,False,False,2022-05-23
3063,3,187,0,False,False,2022-05-27
3064,3,364,0,False,False,2022-05-14
3065,2,211,0,False,False,2022-05-12
3066,2,266,0,False,False,2022-05-23
3067,2,806,0,False,False,2022-05-16
3068,2,159,0,False,False,2022-05-20
3069,2,318,0,False,False,2022-05-30
3070,3,104,0,False,False,2022-05-02
3071,3,747,0,False,False,2022-05-06
3072,4,95,0,False,False,2022-05-06
3073,2,176,0,False,False,2022-05-23
3074,2,179,0,False,False,2022-05-10
3075,5,319,0,False,False,2022-05-07
3076,2,114,0,False,False,2022-05-20
3077,5,170,0,False,False,2022-05-02
3078,5,311,0,False,False,2022-05-25
3079,3,362,0,False,False,2022-05-21
3080,4,86,0,False,False,2022-05-19
3081,2,90,0,False,False,2022-05-25
3082,3,44,0,False,False,2022-05-10
3083,3,1013,0,False,False,2022-05-10
3084,7,76,0,False,False,2022-05-12
3085,3,90,0,False,False,2022-05-16
3086,6,155,0,False,False,2022-05-20
3087,5,468,0,False,False,2022-05-15
3088,2,226,0,False,False,2022-05-05
3089,2,349,0,False,False,2022-05-28
3090,3,646,0,False,True,2022-05-12
3091,3,148,0,False,False,2022-05-27
3092,3,517,0,False,False,2022-05-02
3093,1,243,0,False,False,2022-05-26
3094,2,391,0,False,False,2022-05-31
3095,1,204,0,False,False,2022-05-06
3096,4,236,0,False,False,2022-05-30
3097,1,112,0,False,False,2022-05-06
3098,4,125,0,False,False,2022-05-28
3099,1,360,0,False,False,2022-05-22
3100,6,312,0,False,False,2022-05-23
3101,1,366,0,False,False,2022-05-07
3102,1,70,0,False,False,2022-05-29
3103,1,230,0,False,False,2022-05-22
3104,1,135,0,False,False,2022-05-12
3105,3,12,0,False,False,2022-05-01
3106,1,65,0,False,False,2022-05-05
3107,1,420,0,False,False,2022-05-08
3108,1,259,0,False,False,2022-05-15
3109,1,192,0,False,False,2022-05-15
3110,1,189,0,False,False,2022-05-08
3111,1,263,0,False,False,2022-05-10
3112,7,415,0,False,False,2022-05-07
3113,1,746,0,False,True,2022-05-08
3114,1,260,0,False,False,2022-05-18
3115,1,71,0,False,False,2022-05-07
3116,1,735,0,False,False,2022-05-26
3117,5,183,0,False,False,2022-05-29
3118,1,75,0,False,False,2022-05-20
3119,1,87,0,False,False,2022-05-23
3120,1,62,0,False,False,2022-05-21
3121,2,139,0,False,False,2022-05-27
3122,1,150,0,False,False,2022-05-12
3123,1,244,0,False,False,2022-05-31
3124,2,367,0,False,False,2022-05-28
3125,1,325,0,False,False,2022-05-15
3126,1,183,0,False,False,2022-05-02
3127,11,552,0,False,False,2022-05-16
3128,1,121,0,False,False,2022-05-20
3129,1,27,0,False,False,2022-05-20
3130,1,157,0,False,False,2022-05-24
3131,1,203,0,False,False,2022-05-07
3132,1,104,0,False,False,2022-05-15
3133,1,153,0,False,False,2022-05-02
3134,2,182,0,False,False,2022-05-28
3135,1,55,0,False,False,2022-05-09
3136,2,644,0,False,False,2022-05-06
3137,1,305,0,False,False,2022-05-13
3138,1,140,0,False,False,2022-05-17
3139,2,180,0,False,False,2022-05-22
3140,1,173,0,False,False,2022-05-18
3141,1,374,0,False,False,2022-05-19
3142,1,240,0,False,False,2022-05-11
3143,6,558,0,False,False,2022-05-08
3144,2,1088,0,False,False,2022-05-07
3145,1,219,0,False,False,2022-05-25
3146,1,41,0,False,False,2022-05-02
3147,1,436,0,False,False,2022-05-29
3148,1,463,0,False,False,2022-05-04
3149,1,265,0,False,False,2022-05-25
3150,1,234,0,False,False,2022-05-25
3151,1,113,0,False,False,2022-05-04
3152,1,200,0,False,False,2022-05-12
3153,1,158,0,False,False,2022-05-15
3154,1,34,0,False,False,2022-05-17
3155,1,160,0,False,False,2022-05-11
3156,3,504,0,False,False,2022-05-14
3157,1,206,0,False,False,2022-05-09
3158,1,36,0,False,False,2022-05-07
3159,2,139,0,False,False,2022-05-31
3160,1,303,0,False,False,2022-05-30
3161,1,109,0,False,False,2022-05-12
3162,1,90,0,False,False,2022-05-02
3163,1,134,0,False,False,2022-05-02
3164,1,257,0,False,False,2022-05-22
3165,2,241,0,False,False,2022-05-30
3166,1,94,0,False,False,2022-05-12
3167,10,171,0,False,False,2022-05-23
3168,1,178,0,False,False,2022-05-12
3169,2,285,0,False,False,2022-05-24
3170,4,326,0,False,False,2022-05-03
3171,2,451,0,False,False,2022-05-31
3172,1,347,0,False,False,2022-05-04
3173,1,116,0,False,False,2022-05-02
3174,1,1074,0,False,True,2022-05-18
3175,1,191,0,False,False,2022-05-01
3176,1,77,0,False,False,2022-05-17
3177,1,1036,0,False,False,2022-05-05
3178,1,303,0,False,False,2022-05-16
3179,1,80,0,False,False,2022-05-07
3180,1,322,0,False,False,2022-05-11
3181,1,111,0,False,False,2022-05-31
3182,2,750,0,False,False,2022-05-14
3183,1,695,0,False,True,2022-05-10
3184,1,435,0,False,False,2022-05-25
3185,1,397,0,False,False,2022-05-11
3186,3,95,0,False,False,2022-05-22
3187,2,208,0,False,False,2022-05-19
3188,1,163,0,False,False,2022-05-26
3189,5,168,0,False,False,2022-05-08
3190,3,161,0,False,False,2022-05-13
3191,1,1000,0,False,False,2022-05-16
3192,1,112,0,False,False,2022-05-04
3193,2,599,0,False,False,2022-05-18
3194,1,30,0,False,False,2022-05-09
3195,1,165,0,False,False,2022-05-10
3196,1,55,0,False,False,2022-05-13
3197,1,231,0,False,False,2022-05-15
3198,1,191,0,False,False,2022-05-30
3199,1,127,0,False,False,2022-05-22
3200,1,75,0,False,False,2022-05-04
3201,1,106,0,False,False,2022-05-06
3202,3,202,0,False,False,2022-05-24
3203,3,1257,0,False,True,2022-05-07
3204,1,221,0,False,False,2022-05-10
3205,1,285,0,False,False,2022-05-27
3206,1,106,0,False,False,2022-05-21
3207,1,93,0,False,False,2022-05-12
3208,2,71,0,False,False,2022-05-17
3209,3,290,0,False,False,2022-05-10
3210,1,1165,0,False,False,2022-05-11
3211,1,164,0,False,False,2022-05-23
3212,1,207,0,False,False,2022-05-31
3213,2,295,0,False,False,2022-05-20
3214,1,187,0,False,False,2022-05-04
3215,1,106,0,False,False,2022-05-09
3216,1,219,0,False,False,2022-05-22
3217,1,236,0,False,False,2022-05-19
3218,1,139,0,False,False,2022-05-02
3219,23,651,0,False,True,2022-05-12
3220,1,124,0,False,False,2022-05-05
3221,4,145,0,False,False,2022-05-27
3222,1,120,0,False,False,2022-05-17
3223,1,734,0,False,True,2022-05-29
3224,2,291,0,False,False,2022-05-24
3225,1,101,0,False,False,2022-05-08
3226,3,417,0,False,False,2022-05-28
3227,4,191,0,False,False,2022-05-12
3228,1,131,0,False,False,2022-05-01
3229,1,97,0,False,False,2022-05-13
3230,2,221,0,False,False,2022-05-15
3231,1,229,0,False,False,2022-05-13
3232,1,104,0,False,False,2022-05-27
3233,1,122,0,False,False,2022-05-22
3234,1,72,0,False,False,2022-05-05
3235,1,186,0,False,False,2022-05-29
3236,1,23,0,False,False,2022-05-02
3237,1,402,0,False,False,2022-05-07
3238,1,37,0,False,False,2022-05-17
3239,5,68,0,False,False,2022-05-04
3240,1,182,0,False,False,2022-05-13
3241,1,587,0,False,False,2022-05-29
3242,1,348,0,False,False,2022-05-20
3243,2,51,0,False,False,2022-05-25
3244,13,176,0,False,False,2022-05-13
3245,2,144,0,False,False,2022-05-28
3246,3,297,0,False,False,2022-05-05
3247,2,203,0,False,False,2022-05-28
3248,2,57,0,False,False,2022-05-16
3249,3,334,0,False,False,2022-05-01
3250,2,217,0,False,False,2022-05-14
3251,1,74,0,False,False,2022-05-04
3252,2,464,0,False,False,2022-05-06
3253,7,738,0,False,False,2022-05-01
3254,1,126,0,False,False,2022-05-12
3255,2,452,0,False,False,2022-05-19
3256,4,203,0,False,False,2022-05-11
3257,7,230,0,False,False,2022-05-09
3258,4,187,0,False,False,2022-05-29
3259,2,920,0,False,True,2022-05-27
3260,1,136,0,False,False,2022-05-17
3261,3,1244,0,False,False,2022-05-22
3262,1,80,0,False,False,2022-05-11
3263,1,431,0,False,False,2022-05-18
3264,1,500,0,False,True,2022-05-15
3265,1,301,0,False,False,2022-05-21
3266,3,115,0,False,False,2022-05-31
3267,1,30,0,False,False,2022-05-30
3268,1,133,0,False,False,2022-05-16
3269,1,270,0,False,False,2022-05-01
3270,2,218,0,False,False,2022-05-12
3271,1,355,0,False,False,2022-05-15
3272,2,215,0,False,False,2022-05-27
3273,1,299,0,False,False,2022-05-02
3274,1,160,0,False,False,2022-05-01
3275,4,172,0,False,False,2022-05-02
3276,1,49,0,False,False,2022-05-02
3277,1,117,0,False,False,2022-05-08
3278,1,155,0,False,False,2022-05-30
3279,1,477,0,False,False,2022-05-23
3280,1,99,0,False,False,2022-05-11
3281,1,188,0,False,False,2022-05-05
3282,3,200,0,False,False,2022-05-07
3283,2,187,0,False,False,2022-05-09
3284,3,236,0,False,False,2022-05-18
3285,7,50,0,False,False,2022-05-02
3286,2,104,0,False,False,2022-05-07
3287,10,51,0,False,False,2022-05-08
3288,5,51,0,False,False,2022-05-06
3289,3,140,0,False,False,2022-05-11
3290,4,221,0,False,False,2022-05-03
3291,2,98,0,False,False,2022-05-20
3292,2,253,0,False,False,2022-05-21
3293,1,71,0,False,False,2022-05-16
3294,2,127,0,False,False,2022-05-12
3295,2,74,0,False,False,2022-05-23
3296,4,126,0,False,False,2022-05-26
3297,1,122,0,False,False,2022-05-27
3298,2,173,0,False,False,2022-05-05
3299,1,918,0,False,False,2022-05-15
3300,2,544,0,False,False,2022-05-21
3301,2,309,0,False,False,2022-05-01
3302,2,138,0,False,False,2022-05-22
3303,1,73,0,False,False,2022-05-13
3304,2,71,0,False,False,2022-05-13
3305,5,193,0,False,False,2022-05-12
3306,3,198,0,False,False,2022-05-02
3307,4,243,0,False,False,2022-05-29
3308,2,57,0,False,False,2022-05-23
3309,1,49,0,False,False,2022-05-17
3310,1,105,0,False,False,2022-05-13
3311,1,719,0,False,False,2022-05-10
3312,1,98,0,False,False,2022-05-30
3313,2,196,0,False,False,2022-05-23
3314,1,243,0,False,False,2022-05-21
3315,2,344,0,False,False,2022-05-02
3316,1,135,0,False,False,2022-05-19
3317,1,597,0,False,False,2022-05-21
3318,1,168,0,False,False,2022-05-23
3319,9,43,0,False,False,2022-05-21
3320,1,525,0,False,False,2022-05-03
3321,6,122,0,False,False,2022-05-02
3322,2,152,0,False,False,2022-05-16
3323,2,111,0,False,False,2022-05-15
3324,2,133,0,False,False,2022-05-20
3325,5,504,0,False,False,2022-05-21
3326,3,192,0,False,False,2022-05-21
3327,2,164,0,False,False,2022-05-01
3328,1,51,0,False,False,2022-05-13
3329,1,178,0,False,False,2022-05-03
3330,2,99,0,False,False,2022-05-09
3331,1,224,0,False,False,2022-05-24
3332,3,236,0,False,False,2022-05-30
3333,1,815,0,False,False,2022-05-17
3334,1,282,0,False,False,2022-05-10
3335,1,134,0,False,False,2022-05-31
3336,1,318,0,False,False,2022-05-01
3337,1,118,0,False,False,2022-05-15
3338,2,911,0,False,True,2022-05-14
3339,1,238,0,False,False,2022-05-04
3340,1,225,0,False,False,2022-05-17
3341,3,490,0,False,False,2022-05-23
3342,1,89,0,False,False,2022-05-27
3343,1,199,0,False,False,2022-05-02
3344,1,644,0,False,False,2022-05-08
3345,2,286,0,False,False,2022-05-13
3346,3,76,0,False,False,2022-05-27
3347,2,176,0,False,False,2022-05-28
3348,3,422,0,False,False,2022-05-01
3349,3,22,0,False,False,2022-05-05
3350,4,71,0,False,False,2022-05-31
3351,3,465,0,False,False,2022-05-21
3352,3,83,0,False,False,2022-05-13
3353,2,973,0,False,False,2022-05-05
3354,1,56,0,False,False,2022-05-21
3355,2,190,0,False,False,2022-05-06
3356,1,323,0,False,False,2022-05-20
3357,1,113,0,False,False,2022-05-11
3358,1,228,0,False,False,2022-05-04
3359,1,110,0,False,False,2022-05-03
3360,14,84,0,False,False,2022-05-04
3361,1,59,0,False,False,2022-05-15
3362,2,294,0,False,False,2022-05-17
3363,5,21,0,False,False,2022-05-16
3364,3,210,0,False,False,2022-05-05
3365,1,144,0,False,False,2022-05-04
3366,1,251,0,False,False,2022-05-20
3367,1,444,0,False,False,2022-05-13
3368,2,237,0,False,False,2022-05-28
3369,1,399,0,False,False,2022-05-04
3370,22,132,0,False,False,2022-05-15
3371,10,334,0,False,False,2022-05-26
3372,4,387,0,False,False,2022-05-28
3373,2,344,0,False,False,2022-05-30
3374,9,279,0,False,False,2022-05-01
3375,8,484,0,False,False,2022-05-13
3376,1,95,0,False,False,2022-05-10
3377,1,461,0,False,False,2022-05-30
3378,2,30,0,False,False,2022-05-15
3379,1,561,0,False,False,2022-05-12
3380,2,468,0,False,False,2022-05-13
3381,2,920,0,False,True,2022-05-09
3382,2,388,0,False,False,2022-05-28
3383,4,100,0,False,False,2022-05-30
3384,2,1224,0,False,True,2022-05-27
3385,1,589,0,False,False,2022-05-15
3386,1,160,0,False,False,2022-05-05
3387,2,438,0,False,False,2022-05-12
3388,1,69,0,False,False,2022-05-17
3389,2,964,0,False,False,2022-05-20
3390,4,384,0,False,False,2022-05-30
3391,1,103,0,False,False,2022-05-19
3392,1,52,0,False,False,2022-05-24
3393,2,205,0,False,False,2022-05-16
3394,2,486,0,False,False,2022-05-27
3395,2,1156,0,False,True,2022-05-12
3396,2,73,0,False,False,2022-05-02
3397,5,523,0,False,False,2022-05-12
3398,5,157,0,False,False,2022-05-19
3399,5,186,0,False,False,2022-05-16
3400,5,73,0,False,False,2022-05-03
3401,3,544,0,False,False,2022-05-20
3402,2,194,0,False,False,2022-05-04
3403,4,420,0,False,False,2022-05-06
3404,2,584,0,False,False,2022-05-21
3405,3,192,0,False,False,2022-05-29
3406,2,155,0,False,False,2022-05-30
3407,2,1231,0,False,False,2022-05-15
3408,4,619,0,False,False,2022-05-16
3409,3,298,0,False,False,2022-05-12
3410,2,515,0,False,False,2022-05-16
3411,6,21,0,False,False,2022-05-22
3412,7,404,0,False,False,2022-05-16
3413,23,241,0,False,False,2022-05-03
3414,1,302,0,False,False,2022-05-06
3415,2,440,0,False,False,2022-05-11
3416,2,172,0,False,False,2022-05-27
3417,7,319,0,False,False,2022-05-24
3418,3,1051,0,False,False,2022-05-21
3419,3,276,0,False,False,2022-05-19
3420,4,213,0,False,False,2022-05-13
3421,2,194,0,False,False,2022-05-10
3422,4,276,0,False,False,2022-05-18
3423,8,19,0,False,False,2022-05-26
3424,2,226,0,False,False,2022-05-20
3425,8,546,0,False,False,2022-05-25
3426,2,419,0,False,False,2022-05-15
3427,6,1867,0,False,True,2022-05-11
3428,5,156,0,False,False,2022-05-07
3429,2,184,0,False,False,2022-05-11
3430,1,548,0,False,False,2022-05-18
3431,2,760,0,False,False,2022-05-07
3432,2,244,0,False,False,2022-05-27
3433,4,328,0,False,False,2022-05-23
3434,2,171,0,False,False,2022-05-21
3435,5,284,0,False,False,2022-05-25
3436,2,1263,0,False,True,2022-05-10
3437,3,92,0,False,False,2022-05-08
3438,25,17,0,False,False,2022-05-14
3439,2,422,0,False,False,2022-05-14
3440,10,17,0,False,False,2022-05-13
3441,4,301,0,False,False,2022-05-07
3442,5,267,0,False,False,2022-05-16
3443,2,475,0,False,False,2022-05-10
3444,2,770,0,False,False,2022-05-13
3445,4,487,0,False,False,2022-05-17
3446,2,126,0,False,False,2022-05-14
3447,1,114,0,False,False,2022-05-23
3448,3,136,0,False,False,2022-05-02
3449,2,196,0,False,False,2022-05-17
3450,1,129,0,False,False,2022-05-15
3451,7,257,0,False,False,2022-05-03
3452,1,365,0,False,False,2022-05-18
3453,3,697,0,False,True,2022-05-27
3454,3,192,0,False,False,2022-05-21
3455,2,244,0,False,False,2022-05-13
3456,4,118,0,False,False,2022-05-09
3457,1,160,0,False,False,2022-05-05
3458,3,101,0,False,False,2022-05-03
3459,13,56,0,False,False,2022-05-18
3460,2,430,0,False,False,2022-05-15
3461,6,242,0,False,False,2022-05-16
3462,3,809,0,False,False,2022-05-12
3463,7,317,0,False,False,2022-05-07
3464,7,7,0,False,False,2022-05-24
3465,2,493,0,False,False,2022-05-18
3466,7,381,0,False,False,2022-05-29
3467,2,112,0,False,False,2022-05-08
3468,2,523,0,False,False,2022-05-07
3469,2,309,0,False,False,2022-05-29
3470,2,184,0,False,False,2022-05-01
3471,6,850,0,False,False,2022-05-31
3472,2,420,0,False,False,2022-05-04
3473,4,118,0,False,False,2022-05-20
3474,3,71,0,False,False,2022-05-02
3475,7,314,0,False,False,2022-05-29
3476,4,196,0,False,False,2022-05-23
3477,2,151,0,False,False,2022-05-09
3478,6,95,0,False,False,2022-05-03
3479,9,516,0,False,False,2022-05-01
3480,4,855,0,False,False,2022-05-10
3481,4,78,0,False,False,2022-05-26
3482,5,875,0,False,False,2022-05-18
3483,2,124,0,False,False,2022-05-03
3484,16,24,0,False,False,2022-05-21
3485,6,190,0,False,False,2022-05-12
3486,3,53,0,False,False,2022-05-05
3487,4,278,0,False,False,2022-05-10
3488,2,284,0,False,False,2022-05-23
3489,4,262,0,False,False,2022-05-31
3490,3,391,0,False,False,2022-05-25
3491,4,263,0,False,False,2022-05-29
3492,4,214,0,False,False,2022-05-20
3493,3,88,0,False,False,2022-05-10
3494,12,255,0,False,False,2022-05-01
3495,4,202,0,False,False,2022-05-26
3496,5,438,0,False,False,2022-05-23
3497,3,311,0,False,False,2022-05-12
3498,6,426,0,False,False,2022-05-11
3499,8,302,0,False,False,2022-05-14
3500,2,213,0,False,False,2022-05-05
3501,4,214,0,False,False,2022-05-24
3502,3,90,0,False,False,2022-05-09
3503,4,448,0,False,False,2022-05-26
3504,6,70,0,False,False,2022-05-07
3505,4,347,0,False,False,2022-05-07
3506,4,892,0,False,True,2022-05-01
3507,3,320,0,False,False,2022-05-22
3508,2,175,0,False,False,2022-05-18
3509,11,222,0,False,False,2022-05-05
3510,2,98,0,False,False,2022-05-26
3511,5,734,0,False,False,2022-05-25
3512,3,177,0,False,False,2022-05-04
3513,7,65,0,False,False,2022-05-04
3514,12,543,0,False,False,2022-05-31
3515,5,374,0,False,False,2022-05-13
3516,2,241,0,False,False,2022-05-30
3517,2,137,0,False,False,2022-05-12
3518,2,178,0,False,False,2022-05-24
3519,1,297,0,False,False,2022-05-23
3520,2,491,0,False,False,2022-05-11
3521,4,377,0,False,False,2022-05-03
3522,2,84,0,False,False,2022-05-31
3523,2,122,0,False,False,2022-05-18
3524,3,135,0,False,False,2022-05-06
3525,2,246,0,False,False,2022-05-12
3526,3,95,0,False,False,2022-05-22
3527,3,248,0,False,False,2022-05-07
3528,2,336,0,False,False,2022-05-28
3529,4,28,0,False,False,2022-05-19
3530,2,371,0,False,False,2022-05-07
3531,3,329,0,False,False,2022-05-14
3532,17,597,0,False,False,2022-05-08
3533,1,247,0,False,False,2022-05-27
3534,1,343,0,False,False,2022-05-08
3535,6,266,0,False,False,2022-05-03
3536,1,137,0,False,False,2022-05-04
3537,1,159,0,False,False,2022-05-04
3538,4,206,0,False,False,2022-05-14
3539,15,69,0,False,False,2022-05-30
3540,1,228,0,False,False,2022-05-11
3541,1,515,0,False,True,2022-05-31
3542,1,144,0,False,False,2022-05-07
3543,1,29,0,False,False,2022-05-30
3544,1,512,0,False,False,2022-05-10
3545,1,813,0,False,True,2022-05-31
3546,1,247,0,False,False,2022-05-04
3547,1,601,0,False,False,2022-05-24
3548,1,73,0,False,False,2022-05-09
3549,4,144,0,False,False,2022-05-09
3550,3,230,0,False,False,2022-05-28
3551,1,456,0,False,False,2022-05-12
3552,1,75,0,False,False,2022-05-14
3553,1,225,0,False,False,2022-05-22
3554,1,387,0,False,False,2022-05-29
3555,3,286,0,False,False,2022-05-17
3556,1,286,0,False,False,2022-05-07
3557,2,448,0,False,False,2022-05-08
3558,3,223,0,False,False,2022-05-31
3559,1,136,0,False,False,2022-05-17
3560,1,93,0,False,False,2022-05-19
3561,1,212,0,False,False,2022-05-29
3562,1,178,0,False,False,2022-05-13
3563,1,111,0,False,False,2022-05-16
3564,1,803,0,False,True,2022-05-20
3565,1,150,0,False,False,2022-05-19
3566,1,844,0,False,True,2022-05-05
3567,1,297,0,False,False,2022-05-19
3568,4,529,0,False,False,2022-05-17
3569,1,137,0,False,False,2022-05-04
3570,1,676,0,False,True,2022-05-19
3571,2,656,0,False,False,2022-05-30
3572,1,249,0,False,False,2022-05-14
3573,6,88,0,False,False,2022-05-27
3574,1,1252,0,False,True,2022-05-30
3575,2,228,0,False,False,2022-05-31
3576,3,1143,0,False,True,2022-05-26
3577,1,283,0,False,False,2022-05-17
3578,2,118,0,False,False,2022-05-18
3579,1,104,0,False,False,2022-05-25
3580,1,103,0,False,False,2022-05-20
3581,1,213,0,False,False,2022-05-07
3582,1,132,0,False,False,2022-05-19
3583,1,122,0,False,False,2022-05-29
3584,4,130,0,False,False,2022-05-11
3585,1,627,0,False,False,2022-05-31
3586,1,207,0,False,False,2022-05-06
3587,2,114,0,False,False,2022-05-08
3588,1,216,0,False,False,2022-05-04
3589,1,250,0,False,False,2022-05-22
3590,1,91,0,False,False,2022-05-18
3591,1,159,0,False,False,2022-05-05
3592,1,147,0,False,False,2022-05-26
3593,1,86,0,False,False,2022-05-01
3594,4,731,0,False,False,2022-05-27
3595,1,37,0,False,False,2022-05-29
3596,1,46,0,False,False,2022-05-13
3597,2,356,0,False,False,2022-05-13
3598,1,248,0,False,False,2022-05-28
3599,7,242,0,False,False,2022-05-01
3600,3,134,0,False,False,2022-05-19
3601,2,274,0,False,False,2022-05-12
3602,2,355,0,False,False,2022-05-21
3603,1,149,0,False,False,2022-05-01
3604,1,346,0,False,False,2022-05-20
3605,1,370,0,False,False,2022-05-20
3606,1,261,0,False,False,2022-05-25
3607,1,63,0,False,False,2022-05-02
3608,1,688,0,False,True,2022-05-10
3609,1,84,0,False,False,2022-05-27
3610,1,125,0,False,False,2022-05-17
3611,1,167,0,False,False,2022-05-03
3612,1,25,0,False,False,2022-05-24
3613,1,244,0,False,False,2022-05-30
3614,1,140,0,False,False,2022-05-26
3615,1,165,0,False,False,2022-05-26
3616,1,122,0,False,False,2022-05-20
3617,2,130,0,False,False,2022-05-24
3618,1,345,0,False,False,2022-05-22
3619,2,42,0,False,False,2022-05-27
3620,5,277,0,False,False,2022-05-27
3621,1,145,0,False,False,2022-05-22
3622,1,214,0,False,False,2022-05-20
3623,1,140,0,False,False,2022-05-06
3624,1,140,0,False,False,2022-05-10
3625,1,132,0,False,False,2022-05-21
3626,1,117,0,False,False,2022-05-02
3627,2,96,0,False,False,2022-05-22
3628,1,803,0,False,True,2022-05-14
3629,4,225,0,False,False,2022-05-31
3630,1,260,0,False,False,2022-05-03
3631,1,754,0,False,False,2022-05-28
3632,2,211,0,False,False,2022-05-30
3633,1,192,0,False,False,2022-05-14
3634,1,203,0,False,False,2022-05-03
3635,3,76,0,False,False,2022-05-18
3636,1,24,0,False,False,2022-05-01
3637,2,171,0,False,False,2022-05-20
3638,1,136,0,False,False,2022-05-17
3639,8,42,0,False,False,2022-05-12
3640,1,343,0,False,False,2022-05-14
3641,1,111,0,False,False,2022-05-11
3642,1,77,0,False,False,2022-05-30
3643,6,268,0,False,False,2022-05-11
3644,2,217,0,False,False,2022-05-19
3645,1,360,0,False,False,2022-05-31
3646,1,241,0,False,False,2022-05-23
3647,1,47,0,False,False,2022-05-24
3648,1,196,0,False,False,2022-05-06
3649,1,601,0,False,False,2022-05-22
3650,2,178,0,False,False,2022-05-04
3651,1,306,0,False,False,2022-05-18
3652,22,362,0,False,False,2022-05-24
3653,1,410,0,False,False,2022-05-27
3654,1,265,0,False,False,2022-05-16
3655,2,108,0,False,False,2022-05-09
3656,4,172,0,False,False,2022-05-31
3657,2,184,0,False,False,2022-05-25
3658,1,424,0,False,False,2022-05-08
3659,1,359,0,False,False,2022-05-19
3660,1,123,0,False,False,2022-05-19
3661,1,787,0,False,True,2022-05-20
3662,1,169,0,False,False,2022-05-31
3663,1,241,0,False,False,2022-05-09
3664,1,141,0,False,False,2022-05-27
3665,4,22,0,False,False,2022-05-10
3666,1,326,0,False,False,2022-05-11
3667,1,317,0,False,False,2022-05-03
3668,3,196,0,False,False,2022-05-09
3669,1,270,0,False,False,2022-05-30
3670,1,107,0,False,False,2022-05-10
3671,17,679,0,False,False,2022-05-06
3672,1,184,0,False,False,2022-05-22
